data,regiao,classe,consumo,consumidores
2008-01-05,Nordeste,Outros,621899.7,206358
2008-01-05,Nordeste,Residencial,1316167.7,13291903
2008-01-05,Nordeste,Rural,211391.1,846955
2008-01-05,Norte,Comercial,235734.0,282360
2008-01-05,Norte,Industrial,1045144.0,13626
2008-01-05,Norte,Outros,215791.0,40018
2008-01-05,Norte,Residencial,399647.0,2805903
2008-01-05,Norte,Rural,36718.0,259958
2008-01-05,Sudeste,Comercial,2896774.0,2175725
2008-01-05,Sudeste,Industrial,8244852.0,239766
2008-01-05,Sudeste,Outros,1618339.0,203120
2008-01-05,Sudeste,Residencial,4386332.0,25758203
2008-01-05,Sudeste,Rural,430965.0,1063547
2008-01-05,Sul,Comercial,833209.0,770757
2008-01-05,Sul,Industrial,2395505.0,183098
2008-01-05,Sul,Outros,426987.0,95406
2008-01-05,Sul,Residencial,1255075.0,7575543
2008-01-05,Sul,Rural,471562.0,894674
2008-01-06,Centro-Oeste,Comercial,381899.0,385711
2008-01-06,Centro-Oeste,Industrial,521959.0,31845
2008-01-06,Centro-Oeste,Outros,292565.0,41832
2008-01-06,Centro-Oeste,Residencial,568337.0,3784693
2008-01-06,Centro-Oeste,Rural,207524.0,331905
2008-01-06,Nordeste,Comercial,701720.2,1018563
2008-01-06,Nordeste,Industrial,2460915.0,67520
2008-01-06,Nordeste,Outros,609958.1,207353
2008-01-06,Nordeste,Residencial,1246959.4,13336647
2008-01-06,Nordeste,Rural,221482.1,849290
2008-01-06,Norte,Comercial,240994.0,281639
2008-01-06,Norte,Industrial,1076699.0,13581
2008-01-06,Norte,Outros,224611.0,40351
2008-01-06,Norte,Residencial,399430.0,2799843
2008-01-06,Norte,Rural,39209.0,263559
2008-01-06,Sudeste,Comercial,2695492.0,2141226
2008-01-06,Sudeste,Industrial,8273796.0,235820
2008-01-06,Sudeste,Outros,1573932.0,203729
2008-01-06,Sudeste,Residencial,4153532.0,25531107
2008-01-06,Sudeste,Rural,483693.0,1085029
2008-01-06,Sul,Comercial,809086.0,775505
2008-01-06,Sul,Industrial,2447151.0,183084
2008-01-06,Sul,Outros,423448.0,95752
2008-01-06,Sul,Residencial,1252972.0,7605799
2008-01-06,Sul,Rural,435624.0,895803
2008-01-07,Centro-Oeste,Comercial,367343.0,387577
2008-01-07,Centro-Oeste,Industrial,556421.0,32041
2008-01-07,Centro-Oeste,Outros,286784.0,42202
2008-01-07,Centro-Oeste,Residencial,546183.0,3802341
2008-01-07,Centro-Oeste,Rural,189862.0,334509
2008-01-07,Nordeste,Comercial,697763.7,1020966
2008-01-07,Nordeste,Industrial,2520052.4,67846
2008-01-07,Nordeste,Outros,614152.7,209038
2008-01-07,Nordeste,Residencial,1256700.2,13396360
2008-01-07,Nordeste,Rural,245259.0,855363
2008-01-07,Norte,Comercial,244538.0,281936
2008-01-07,Norte,Industrial,1088127.0,13561
2008-01-07,Norte,Outros,219836.0,40435
2008-01-07,Norte,Residencial,405359.0,2802283
2008-01-07,Norte,Rural,40686.0,265878
2008-01-07,Sudeste,Comercial,2685032.0,2155111
2008-01-07,Sudeste,Industrial,8470316.0,236919
2008-01-07,Sudeste,Outros,1569986.0,204882
2008-01-07,Sudeste,Residencial,4186405.0,25569865
2008-01-07,Sudeste,Rural,540257.0,1094456
2008-01-07,Sul,Comercial,795902.0,770957
2008-01-07,Sul,Industrial,2519353.0,182145
2008-01-07,Sul,Outros,424819.0,96019
2008-01-07,Sul,Residencial,1258858.0,7631346
2008-01-07,Sul,Rural,420095.0,896519
2008-01-08,Centro-Oeste,Comercial,393645.0,389289
2008-01-08,Centro-Oeste,Industrial,533992.0,32207
2008-01-08,Centro-Oeste,Outros,289628.0,42274
2008-01-08,Centro-Oeste,Residencial,591435.0,3821102
2008-01-08,Centro-Oeste,Rural,233716.0,336137
2008-01-08,Nordeste,Comercial,701447.7,1024847
2008-01-08,Nordeste,Industrial,2544383.0,68228
2008-01-08,Nordeste,Outros,613624.2,209773
2008-01-08,Nordeste,Residencial,1266490.6,13445083
2008-01-08,Nordeste,Rural,273931.2,869394
2008-01-08,Norte,Comercial,257333.0,282401
2008-01-08,Norte,Industrial,1104095.0,13553
2008-01-08,Norte,Outros,226601.0,40572
2008-01-08,Norte,Residencial,434435.0,2809082
2008-01-08,Norte,Rural,44343.0,267797
2008-01-08,Sudeste,Comercial,2791889.0,2145831
2008-01-08,Sudeste,Industrial,8715979.0,234984
2008-01-08,Sudeste,Outros,1607112.0,205651
2008-01-08,Sudeste,Residencial,4292183.0,25660831
2008-01-08,Sudeste,Rural,576729.0,1078518
2008-01-08,Sul,Comercial,839748.0,770171
2008-01-08,Sul,Industrial,2513341.0,176646
2008-01-08,Sul,Outros,429800.0,96727
2008-01-08,Sul,Residencial,1296088.0,7678013
2008-01-08,Sul,Rural,441206.0,898820
2008-01-09,Centro-Oeste,Comercial,419838.0,390754
2008-01-09,Centro-Oeste,Industrial,539531.0,32326
2008-01-09,Centro-Oeste,Outros,302603.0,42636
2008-01-09,Centro-Oeste,Residencial,618394.0,3837973
2008-01-09,Centro-Oeste,Rural,227754.0,339391
2008-01-09,Nordeste,Comercial,727887.0,1028605
2008-01-09,Nordeste,Industrial,2523542.2,68341
2008-01-09,Nordeste,Outros,626979.2,211451
2008-01-09,Nordeste,Residencial,1275642.9,13501493
2008-01-09,Nordeste,Rural,307384.4,880037
2008-01-09,Norte,Comercial,272428.0,283047
2008-01-09,Norte,Industrial,1097599.0,13569
2008-01-09,Norte,Outros,243597.0,40794
2008-01-09,Norte,Residencial,455038.0,2816123
2008-01-09,Norte,Rural,43825.0,270277
2008-01-09,Sudeste,Comercial,2844662.0,2148977
2008-01-09,Sudeste,Industrial,8557011.0,235296
2008-01-09,Sudeste,Outros,1626345.0,206256
2008-01-09,Sudeste,Residencial,4208021.0,25816012
2008-01-09,Sudeste,Rural,632978.0,1015354
2008-01-09,Sul,Comercial,839605.0,779698
2008-01-09,Sul,Industrial,2462391.0,175854
2008-01-09,Sul,Outros,419329.0,96680
2008-01-09,Sul,Residencial,1258612.0,7677312
2008-01-09,Sul,Rural,432812.0,894239
2008-01-10,Centro-Oeste,Comercial,417652.0,391627
2008-01-10,Centro-Oeste,Industrial,567346.0,32304
2008-01-10,Centro-Oeste,Outros,312202.0,42922
2008-01-10,Centro-Oeste,Residencial,625417.0,3851841
2008-01-10,Centro-Oeste,Rural,201485.0,341378
2008-01-10,Nordeste,Comercial,779849.1,1028937
2008-01-10,Nordeste,Industrial,2542113.3,68555
2008-01-10,Nordeste,Outros,656712.3,212839
2008-01-10,Nordeste,Residencial,1358839.8,13554944
2008-01-10,Nordeste,Rural,346413.9,888211
2008-01-10,Norte,Comercial,272712.0,282700
2008-01-10,Norte,Industrial,1141517.0,13567
2008-01-10,Norte,Outros,241207.0,41056
2008-01-10,Norte,Residencial,453242.0,2828399
2008-01-10,Norte,Rural,42504.0,271453
2008-01-10,Sudeste,Comercial,2955147.0,2155511
2008-01-10,Sudeste,Industrial,8623648.0,235941
2008-01-10,Sudeste,Outros,1639969.0,207593
2008-01-10,Sudeste,Residencial,4413750.0,25932429
2008-01-10,Sudeste,Rural,599473.0,1011748
2008-01-10,Sul,Comercial,835353.0,777698
2008-01-10,Sul,Industrial,2511561.0,176534
2008-01-10,Sul,Outros,426744.0,97146
2008-01-10,Sul,Residencial,1268536.0,7694883
2008-01-10,Sul,Rural,439268.0,897887
2008-01-11,Centro-Oeste,Comercial,446955.0,391993
2008-01-11,Centro-Oeste,Industrial,539862.0,32543
2008-01-11,Centro-Oeste,Outros,309308.0,43081
2008-01-11,Centro-Oeste,Residencial,660058.0,3864914
2008-01-11,Centro-Oeste,Rural,181495.0,342477
2008-01-11,Nordeste,Comercial,783882.6,1030916
2008-01-11,Nordeste,Industrial,2431768.1,68582
2008-01-11,Nordeste,Outros,663262.4,213488
2008-01-11,Nordeste,Residencial,1361440.1,13612376
2008-01-11,Nordeste,Rural,347205.3,891894
2008-01-11,Norte,Comercial,267746.0,283015
2008-01-11,Norte,Industrial,1082316.0,13558
2008-01-11,Norte,Outros,236116.0,41135
2008-01-11,Norte,Residencial,452781.0,2839424
2008-01-11,Norte,Rural,42785.0,273618
2008-01-11,Sudeste,Comercial,3108391.0,2149546
2008-01-11,Sudeste,Industrial,8358730.0,234702
2008-01-11,Sudeste,Outros,1664817.0,208085
2008-01-11,Sudeste,Residencial,4456627.0,25868871
2008-01-11,Sudeste,Rural,575546.0,1012376
2008-01-11,Sul,Comercial,894521.0,780106
2008-01-11,Sul,Industrial,2360372.0,177849
2008-01-11,Sul,Outros,416110.0,96874
2008-01-11,Sul,Residencial,1306813.0,7717162
2008-01-11,Sul,Rural,463269.0,894902
2008-01-12,Centro-Oeste,Comercial,417864.0,392866
2008-01-12,Centro-Oeste,Industrial,488320.0,32769
2008-01-12,Centro-Oeste,Outros,310792.0,43269
2008-01-12,Centro-Oeste,Residencial,609814.0,3874134
2008-01-12,Centro-Oeste,Rural,138451.0,341452
2008-01-12,Nordeste,Comercial,815130.7,1039087
2008-01-12,Nordeste,Industrial,2332714.9,69145
2008-01-12,Nordeste,Outros,681895.8,214748
2008-01-12,Nordeste,Residencial,1398059.3,13705196
2008-01-12,Nordeste,Rural,308038.7,901034
2008-01-12,Norte,Comercial,263904.0,283097
2008-01-12,Norte,Industrial,1059609.0,13524
2008-01-12,Norte,Outros,236784.0,41343
2008-01-12,Norte,Residencial,431406.0,2848683
2008-01-12,Norte,Rural,40615.0,274865
2008-01-12,Sudeste,Comercial,2971975.0,2158826
2008-01-12,Sudeste,Industrial,7399288.0,235111
2008-01-12,Sudeste,Outros,1600254.0,209974
2008-01-12,Sudeste,Residencial,4222422.0,25992887
2008-01-12,Sudeste,Rural,465910.0,1022736
2008-01-12,Sul,Comercial,917164.0,760915
2008-01-12,Sul,Industrial,2137241.0,178408
2008-01-12,Sul,Outros,448001.0,98273
2008-01-12,Sul,Residencial,1280988.0,7735979
2008-01-12,Sul,Rural,582637.0,898920
2009-01-01,Centro-Oeste,Comercial,412876.0,394631
2009-01-01,Centro-Oeste,Industrial,449192.6,32757
2009-01-01,Centro-Oeste,Outros,289941.2,43478
2009-01-01,Centro-Oeste,Residencial,650865.0,3887354
2009-01-01,Centro-Oeste,Rural,137723.0,347909
2009-01-01,Nordeste,Comercial,775561.0,1038371
2009-01-01,Nordeste,Industrial,2188819.0,68666
2009-01-01,Nordeste,Outros,627287.0,215111
2009-01-01,Nordeste,Residencial,1447974.0,13754152
2009-01-01,Nordeste,Rural,300690.0,906721
2009-01-01,Norte,Comercial,249229.0,283252
2009-01-01,Norte,Industrial,1037755.0,13461
2009-01-01,Norte,Outros,215349.0,41406
2009-01-01,Norte,Residencial,437714.0,2857338
2009-01-01,Norte,Rural,41866.0,276155
2009-01-01,Sudeste,Comercial,2989284.0,2155570
2009-01-01,Sudeste,Industrial,6430384.0,234176
2009-01-01,Sudeste,Outros,1616517.0,210109
2009-01-01,Sudeste,Residencial,4648272.0,26009756
2009-01-01,Sudeste,Rural,439891.0,1021219
2009-01-01,Sul,Comercial,940797.0,792133
2009-01-01,Sul,Industrial,1817769.0,178970
2009-01-01,Sul,Outros,431626.0,98129
2009-01-01,Sul,Residencial,1419724.0,7750023
2009-01-01,Sul,Rural,669556.0,904816
2009-01-02,Centro-Oeste,Comercial,420232.0,406005
2009-01-02,Centro-Oeste,Industrial,491349.7,32017
2009-01-02,Centro-Oeste,Outros,291726.0,43714
2009-01-02,Centro-Oeste,Residencial,601070.0,3888180
2009-01-02,Centro-Oeste,Rural,132245.0,350468
2009-01-02,Nordeste,Comercial,762097.0,1038072
2009-01-02,Nordeste,Industrial,2100025.0,68619
2009-01-02,Nordeste,Outros,620187.0,214077
2009-01-02,Nordeste,Residencial,1369074.0,13782268
2009-01-02,Nordeste,Rural,247302.0,902133
2009-01-02,Norte,Comercial,237819.0,283688
2009-01-02,Norte,Industrial,913234.0,13389
2009-01-02,Norte,Outros,211422.0,41663
2009-01-02,Norte,Residencial,400108.0,2872721
2009-01-02,Norte,Rural,41579.0,280852
2009-01-02,Sudeste,Comercial,3049301.0,2151998
2009-01-02,Sudeste,Industrial,6748877.0,233558
2009-01-02,Sudeste,Outros,1571669.0,211728
2009-01-02,Sudeste,Residencial,4425160.0,25998455
2009-01-02,Sudeste,Rural,395526.0,984305
2009-01-02,Sul,Comercial,973068.0,788135
2009-01-02,Sul,Industrial,2083857.0,177882
2009-01-02,Sul,Outros,419967.0,97906
2009-01-02,Sul,Residencial,1354039.0,7728255
2009-01-02,Sul,Rural,634209.0,900511
2009-01-03,Centro-Oeste,Comercial,436319.0,421833
2009-01-03,Centro-Oeste,Industrial,528604.5,31954
2009-01-03,Centro-Oeste,Outros,303086.0,43936
2009-01-03,Centro-Oeste,Residencial,618907.0,3886687
2009-01-03,Centro-Oeste,Rural,143163.0,351812
2009-01-03,Nordeste,Comercial,780341.0,1046407
2009-01-03,Nordeste,Industrial,2315996.0,69278
2009-01-03,Nordeste,Outros,644438.0,216752
2009-01-03,Nordeste,Residencial,1413760.0,13865865
2009-01-03,Nordeste,Rural,236468.0,908610
2009-01-03,Norte,Comercial,236283.0,284033
2009-01-03,Norte,Industrial,994988.0,13336
2009-01-03,Norte,Outros,217422.0,41700
2009-01-03,Norte,Residencial,393057.0,2884600
2009-01-03,Norte,Rural,40740.0,284909
2009-01-03,Sudeste,Comercial,3230457.0,2165091
2009-01-03,Sudeste,Industrial,6940310.0,235209
2009-01-03,Sudeste,Outros,1637114.0,211837
2009-01-03,Sudeste,Residencial,4666872.0,26220258
2009-01-03,Sudeste,Rural,456812.0,1071703
2009-01-03,Sul,Comercial,1014927.0,793273
2009-01-03,Sul,Industrial,2269584.0,179874
2009-01-03,Sul,Outros,476156.0,98328
2009-01-03,Sul,Residencial,1397087.0,7773536
2009-01-03,Sul,Rural,584858.0,907995
2009-01-04,Centro-Oeste,Comercial,462811.0,433876
2009-01-04,Centro-Oeste,Industrial,539185.3,32361
2009-01-04,Centro-Oeste,Outros,324902.5,44116
2009-01-04,Centro-Oeste,Residencial,640315.0,3891220
2009-01-04,Centro-Oeste,Rural,149619.0,354769
2009-01-04,Nordeste,Comercial,797078.0,1045411
2009-01-04,Nordeste,Industrial,2197203.0,68942
2009-01-04,Nordeste,Outros,660046.0,216392
2009-01-04,Nordeste,Residencial,1455395.0,13905625
2009-01-04,Nordeste,Rural,198125.0,908357
2009-01-04,Norte,Comercial,241730.0,284933
2009-01-04,Norte,Industrial,1003787.0,13314
2009-01-04,Norte,Outros,219858.0,41848
2009-01-04,Norte,Residencial,413043.0,2898140
2009-01-04,Norte,Rural,40609.0,288813
2009-01-04,Sudeste,Comercial,3167307.0,2161385
2009-01-04,Sudeste,Industrial,7200761.0,233755
2009-01-04,Sudeste,Outros,1643174.0,212429
2009-01-04,Sudeste,Residencial,4574496.0,26195353
2009-01-04,Sudeste,Rural,441792.0,1028252
2009-01-04,Sul,Comercial,1016634.0,796304
2009-01-04,Sul,Industrial,2258660.0,181659
2009-01-04,Sul,Outros,472654.0,98846
2009-01-04,Sul,Residencial,1388854.0,7821534
2009-01-04,Sul,Rural,534754.0,915898
2009-01-05,Centro-Oeste,Comercial,427058.0,434783
2009-01-05,Centro-Oeste,Industrial,540882.6,32251
2009-01-05,Centro-Oeste,Outros,300845.3,44311
2009-01-05,Centro-Oeste,Residencial,625858.0,3903946
2009-01-05,Centro-Oeste,Rural,170853.0,359152
2009-01-05,Nordeste,Comercial,749042.0,1046042
2009-01-05,Nordeste,Industrial,2226386.0,68740
2009-01-05,Nordeste,Outros,641451.0,217283
2009-01-05,Nordeste,Residencial,1389283.0,13939009
2009-01-05,Nordeste,Rural,183644.0,912042
2009-01-05,Norte,Comercial,245073.0,285871
2009-01-05,Norte,Industrial,1008672.0,13266
2009-01-05,Norte,Outros,221987.0,42111
2009-01-05,Norte,Residencial,406935.0,2907896
2009-01-05,Norte,Rural,40892.0,293960
2009-01-05,Sudeste,Comercial,2929088.0,2165055
2009-01-05,Sudeste,Industrial,7042743.0,234078
2009-01-05,Sudeste,Outros,1605751.0,212696
2009-01-05,Sudeste,Residencial,4466390.0,26262096
2009-01-05,Sudeste,Rural,456179.0,1028162
2009-01-05,Sul,Comercial,897256.0,794125
2009-01-05,Sul,Industrial,2157697.0,181281
2009-01-05,Sul,Outros,451788.0,98941
2009-01-05,Sul,Residencial,1299824.0,7801306
2009-01-05,Sul,Rural,459875.0,911365
2009-01-06,Centro-Oeste,Comercial,406469.0,435067
2009-01-06,Centro-Oeste,Industrial,522402.5,32485
2009-01-06,Centro-Oeste,Outros,294406.5,44580
2009-01-06,Centro-Oeste,Residencial,594716.0,3913393
2009-01-06,Centro-Oeste,Rural,189695.0,362618
2009-01-06,Nordeste,Comercial,740745.0,1051781
2009-01-06,Nordeste,Industrial,2200537.0,68881
2009-01-06,Nordeste,Outros,638729.0,218600
2009-01-06,Nordeste,Residencial,1340016.0,14017717
2009-01-06,Nordeste,Rural,202385.0,914222
2009-01-06,Norte,Comercial,255387.0,287436
2009-01-06,Norte,Industrial,1055170.0,13296
2009-01-06,Norte,Outros,230370.0,42295
2009-01-06,Norte,Residencial,411397.0,2923410
2009-01-06,Norte,Rural,41499.0,297788
2009-01-06,Sudeste,Comercial,2782927.0,2162772
2009-01-06,Sudeste,Industrial,7179707.0,233811
2009-01-06,Sudeste,Outros,1606645.0,214136
2009-01-06,Sudeste,Residencial,4263405.0,26257320
2009-01-06,Sudeste,Rural,497435.0,1009705
2009-01-06,Sul,Comercial,845908.0,795505
2009-01-06,Sul,Industrial,2258974.0,182343
2009-01-06,Sul,Outros,446504.0,99215
2009-01-06,Sul,Residencial,1299676.0,7819752
2009-01-06,Sul,Rural,409981.0,912826
2009-01-07,Centro-Oeste,Comercial,404980.0,437260
2009-01-07,Centro-Oeste,Industrial,563387.0,32891
2009-01-07,Centro-Oeste,Outros,299616.2,44882
2009-01-07,Centro-Oeste,Residencial,592316.0,3932217
2009-01-07,Centro-Oeste,Rural,212715.0,366121
2009-01-07,Nordeste,Comercial,738731.0,1053914
2009-01-07,Nordeste,Industrial,2289010.0,68962
2009-01-07,Nordeste,Outros,639169.0,219341
2009-01-07,Nordeste,Residencial,1354078.0,14060458
2009-01-07,Nordeste,Rural,236456.0,918042
2009-01-07,Norte,Comercial,261549.0,288839
2009-01-07,Norte,Industrial,1059580.0,13292
2009-01-07,Norte,Outros,227413.0,42634
2009-01-07,Norte,Residencial,429684.0,2933438
2009-01-07,Norte,Rural,45467.0,302218
2009-01-07,Sudeste,Comercial,2758765.0,2171219
2009-01-07,Sudeste,Industrial,7391798.0,234398
2009-01-07,Sudeste,Outros,1580865.0,214837
2009-01-07,Sudeste,Residencial,4390194.0,26401844
2009-01-07,Sudeste,Rural,534257.0,1062928
2009-01-07,Sul,Comercial,832818.0,796451
2009-01-07,Sul,Industrial,2306998.0,183027
2009-01-07,Sul,Outros,441565.0,99390
2009-01-07,Sul,Residencial,1338723.0,7831903
2009-01-07,Sul,Rural,394941.0,914202
2009-01-08,Centro-Oeste,Comercial,425996.0,438285
2009-01-08,Centro-Oeste,Industrial,565483.1,33145
2009-01-08,Centro-Oeste,Outros,294982.5,45259
2009-01-08,Centro-Oeste,Residencial,620129.0,3944324
2009-01-08,Centro-Oeste,Rural,228817.0,367653
2009-01-08,Nordeste,Comercial,768563.0,1055579
2009-01-08,Nordeste,Industrial,2380810.0,68962
2009-01-08,Nordeste,Outros,655503.0,220028
2009-01-08,Nordeste,Residencial,1426344.0,14134852
2009-01-08,Nordeste,Rural,270056.0,922355
2009-01-08,Norte,Comercial,270606.0,289758
2009-01-08,Norte,Industrial,1067632.0,13230
2009-01-08,Norte,Outros,235034.0,42804
2009-01-08,Norte,Residencial,453741.0,2946626
2009-01-08,Norte,Rural,47878.0,305860
2009-01-08,Sudeste,Comercial,2816727.0,2165592
2009-01-08,Sudeste,Industrial,7724095.0,233126
2009-01-08,Sudeste,Outros,1541400.0,215231
2009-01-08,Sudeste,Residencial,4521489.0,26360620
2009-01-08,Sudeste,Rural,554732.0,1038424
2009-01-08,Sul,Comercial,847192.0,797690
2009-01-08,Sul,Industrial,2323431.0,184117
2009-01-08,Sul,Outros,449489.0,99454
2009-01-08,Sul,Residencial,1381261.0,7851101
2009-01-08,Sul,Rural,390815.0,915818
2009-01-09,Centro-Oeste,Comercial,431992.0,439329
2009-01-09,Centro-Oeste,Industrial,573476.0,33253
2009-01-09,Centro-Oeste,Outros,308074.7,45593
2009-01-09,Centro-Oeste,Residencial,649506.0,3958813
2009-01-09,Centro-Oeste,Rural,203226.0,369791
2009-01-09,Nordeste,Comercial,779862.0,1061957
2009-01-09,Nordeste,Industrial,2387863.0,70310
2009-01-09,Nordeste,Outros,671123.0,224036
2009-01-09,Nordeste,Residencial,1438256.0,14230166
2009-01-09,Nordeste,Rural,304141.0,929875
2009-01-09,Norte,Comercial,283421.0,290496
2009-01-09,Norte,Industrial,1037046.0,13234
2009-01-09,Norte,Outros,244874.0,43047
2009-01-09,Norte,Residencial,475717.0,2960897
2009-01-09,Norte,Rural,48476.0,310538
2009-01-09,Sudeste,Comercial,2949799.0,2170311
2009-01-09,Sudeste,Industrial,7902183.1,233180
2009-01-09,Sudeste,Outros,1630704.0,215470
2009-01-09,Sudeste,Residencial,4516470.0,26429086
2009-01-09,Sudeste,Rural,517832.0,1013147
2009-01-09,Sul,Comercial,858948.0,798599
2009-01-09,Sul,Industrial,2326758.0,185100
2009-01-09,Sul,Outros,442624.0,99586
2009-01-09,Sul,Residencial,1336852.0,7863542
2009-01-09,Sul,Rural,397442.0,917997
2009-01-10,Centro-Oeste,Comercial,448454.0,440953
2009-01-10,Centro-Oeste,Industrial,601240.4,33550
2009-01-10,Centro-Oeste,Outros,316192.7,45800
2009-01-10,Centro-Oeste,Residencial,658857.0,3972805
2009-01-10,Centro-Oeste,Rural,179722.0,370954
2009-01-10,Nordeste,Comercial,825015.0,1065306
2009-01-10,Nordeste,Industrial,2449863.0,69598
2009-01-10,Nordeste,Outros,691529.0,222596
2009-01-10,Nordeste,Residencial,1488745.0,14259837
2009-01-10,Nordeste,Rural,324623.0,931728
2009-01-10,Norte,Comercial,283368.0,291122
2009-01-10,Norte,Industrial,1078596.0,13333
2009-01-10,Norte,Outros,252865.0,43128
2009-01-10,Norte,Residencial,472878.0,2973370
2009-01-10,Norte,Rural,48115.0,313148
2009-01-10,Sudeste,Comercial,3066268.0,2174311
2009-01-10,Sudeste,Industrial,8013929.0,233398
2009-01-10,Sudeste,Outros,1659979.0,217406
2009-01-10,Sudeste,Residencial,4587326.0,26504561
2009-01-10,Sudeste,Rural,531018.0,1077186
2009-01-10,Sul,Comercial,870072.0,800897
2009-01-10,Sul,Industrial,2408122.0,186046
2009-01-10,Sul,Outros,441441.0,99853
2009-01-10,Sul,Residencial,1317935.0,7887203
2009-01-10,Sul,Rural,403380.0,920366
2009-01-11,Centro-Oeste,Comercial,452903.0,442280
2009-01-11,Centro-Oeste,Industrial,545593.2,33587
2009-01-11,Centro-Oeste,Outros,312839.6,45911
2009-01-11,Centro-Oeste,Residencial,665609.0,3984601
2009-01-11,Centro-Oeste,Rural,150891.0,372159
2009-01-11,Nordeste,Comercial,835007.0,1076274
2009-01-11,Nordeste,Industrial,2339666.0,70306
2009-01-11,Nordeste,Outros,691925.0,223636
2009-01-11,Nordeste,Residencial,1520234.0,14351594
2009-01-11,Nordeste,Rural,319040.0,948372
2009-01-11,Norte,Comercial,288432.0,291785
2009-01-11,Norte,Industrial,1062416.0,13242
2009-01-11,Norte,Outros,249738.0,43264
2009-01-11,Norte,Residencial,484073.0,2985603
2009-01-11,Norte,Rural,47710.0,316746
2009-01-11,Sudeste,Comercial,3227613.0,2168837
2009-01-11,Sudeste,Industrial,8103644.4,232723
2009-01-11,Sudeste,Outros,1664122.0,215810
2009-01-11,Sudeste,Residencial,4586570.0,26505030
2009-01-11,Sudeste,Rural,476978.0,1044764
2009-01-11,Sul,Comercial,959801.0,803762
2009-01-11,Sul,Industrial,2363884.0,187237
2009-01-11,Sul,Outros,451377.0,100111
2009-01-11,Sul,Residencial,1379266.0,7908682
2009-01-11,Sul,Rural,437488.0,923583
2009-01-12,Centro-Oeste,Comercial,457754.0,442959
2009-01-12,Centro-Oeste,Industrial,522509.9,33518
2009-01-12,Centro-Oeste,Outros,314865.6,46125
2009-01-12,Centro-Oeste,Residencial,655034.0,3998949
2009-01-12,Centro-Oeste,Rural,141902.0,373452
2009-01-12,Nordeste,Comercial,896312.0,1079889
2009-01-12,Nordeste,Industrial,2412350.0,70110
2009-01-12,Nordeste,Outros,723136.0,224697
2009-01-12,Nordeste,Residencial,1577336.0,14419914
2009-01-12,Nordeste,Rural,358934.0,953957
2009-01-12,Norte,Comercial,291678.0,292385
2009-01-12,Norte,Industrial,1051091.0,13204
2009-01-12,Norte,Outros,251173.0,43411
2009-01-12,Norte,Residencial,478521.0,2996476
2009-01-12,Norte,Rural,49253.0,319837
2009-01-12,Sudeste,Comercial,3413601.0,2177022
2009-01-12,Sudeste,Industrial,7855316.2,233284
2009-01-12,Sudeste,Outros,1702857.0,220944
2009-01-12,Sudeste,Residencial,4768804.0,26627555
2009-01-12,Sudeste,Rural,461384.0,1049314
2009-01-12,Sul,Comercial,1035231.0,802231
2009-01-12,Sul,Industrial,2387378.0,186492
2009-01-12,Sul,Outros,453871.0,99616
2009-01-12,Sul,Residencial,1396936.0,7906509
2009-01-12,Sul,Rural,465967.0,916694
2010-01-01,Centro-Oeste,Comercial,441939.0,443523
2010-01-01,Centro-Oeste,Industrial,516413.0,33530
2010-01-01,Centro-Oeste,Outros,290326.0,46129
2010-01-01,Centro-Oeste,Residencial,686131.0,4010577
2010-01-01,Centro-Oeste,Rural,137516.0,375985
2010-01-01,Nordeste,Comercial,833708.0,1083514
2010-01-01,Nordeste,Industrial,2396403.0,70224
2010-01-01,Nordeste,Outros,665783.0,225567
2010-01-01,Nordeste,Residencial,1577345.0,14478625
2010-01-01,Nordeste,Rural,266707.4,964227
2010-01-01,Norte,Comercial,266606.0,292787
2010-01-01,Norte,Industrial,1058953.0,13234
2010-01-01,Norte,Outros,230339.8,43681
2010-01-01,Norte,Residencial,460383.0,3009730
2010-01-01,Norte,Rural,49063.0,323940
2010-01-01,Sudeste,Comercial,3260027.0,2174901
2010-01-01,Sudeste,Industrial,7348949.0,233690
2010-01-01,Sudeste,Outros,1681955.0,219430
2010-01-01,Sudeste,Residencial,4934723.0,26609660
2010-01-01,Sudeste,Rural,458484.3,1055536
2010-01-01,Sul,Comercial,1048371.6,809723
2010-01-01,Sul,Industrial,2103829.3,188593
2010-01-01,Sul,Outros,479599.0,101476
2010-01-01,Sul,Residencial,1576494.0,8003140
2010-01-01,Sul,Rural,590412.4,931346
2010-01-02,Centro-Oeste,Comercial,451653.0,443353
2010-01-02,Centro-Oeste,Industrial,517463.0,33355
2010-01-02,Centro-Oeste,Outros,303125.0,46290
2010-01-02,Centro-Oeste,Residencial,654256.0,4016422
2010-01-02,Centro-Oeste,Rural,144249.0,378449
2010-01-02,Nordeste,Comercial,817319.0,1086532
2010-01-02,Nordeste,Industrial,2319484.0,70379
2010-01-02,Nordeste,Outros,652854.0,226279
2010-01-02,Nordeste,Residencial,1521047.0,14530580
2010-01-02,Nordeste,Rural,278728.0,969350
2010-01-02,Norte,Comercial,258873.0,293070
2010-01-02,Norte,Industrial,1005539.0,13159
2010-01-02,Norte,Outros,221298.7,43848
2010-01-02,Norte,Residencial,442546.0,3018955
2010-01-02,Norte,Rural,48553.0,326370
2010-01-02,Sudeste,Comercial,3293548.0,2170569
2010-01-02,Sudeste,Industrial,7871394.0,232863
2010-01-02,Sudeste,Outros,1656320.0,220574
